fips,county,state,total_population,median_household_income,poverty_count,edu_pct,hud_pop2020,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
29510,St. Louis city,MO,298018,52941.0,58373,0.2794160084290211,304709,928.0,972.0,1209.0,1565.0,1818.0
30001,Beaverhead,MT,9469,55867.0,1387,0.2510296757841377,9454,656.0,806.0,905.0,1275.0,1536.0
30003,Big Horn,MT,13090,52463.0,3292,0.11252864782276548,13302,658.0,708.0,905.0,1192.0,1356.0
30005,Blaine,MT,7030,58507.0,1395,0.14722617354196302,6698,658.0,693.0,905.0,1128.0,1265.0
30007,Broadwater,MT,6977,61679.0,633,0.16210405618460658,6080,829.0,938.0,1141.0,1380.0,1796.0
30009,Carbon,MT,10645,66780.0,1073,0.24217942696101455,10689,837.0,874.0,1148.0,1583.0,1778.0
30011,Carter,MT,1332,46486.0,222,0.15915915915915915,1305,658.0,806.0,905.0,1275.0,1425.0
30013,Cascade,MT,84423,61351.0,11172,0.1889532473378108,81576,708.0,745.0,979.0,1380.0,1560.0
30015,Chouteau,MT,5897,51791.0,878,0.16957775139901646,5731,658.0,689.0,905.0,1094.0,1283.0
30017,Custer,MT,11957,61114.0,1281,0.19110144685121686,11563,708.0,795.0,1044.0,1453.0,1458.0
30019,Daniels,MT,1535,47378.0,183,0.2,1705,658.0,689.0,905.0,1230.0,1425.0
30021,Dawson,MT,8915,68168.0,634,0.17184520471116096,8824,658.0,723.0,905.0,1094.0,1274.0
30023,Deer Lodge,MT,9435,46436.0,2070,0.15834658187599365,9153,658.0,806.0,905.0,1275.0,1472.0
30025,Fallon,MT,2941,79750.0,365,0.11968718123087385,2975,692.0,725.0,952.0,1151.0,1499.0
30027,Fergus,MT,11496,58321.0,1651,0.20554975643702159,11167,692.0,725.0,952.0,1201.0,1499.0
30029,Flathead,MT,105950,68025.0,9727,0.24946672958942898,102001,733.0,823.0,1081.0,1486.0,1834.0
30031,Gallatin,MT,119685,83434.0,12231,0.34057734887412794,111401,901.0,999.0,1275.0,1797.0,2164.0
30033,Garfield,MT,976,61786.0,91,0.15061475409836064,1051,658.0,689.0,905.0,1094.0,1425.0
30035,Glacier,MT,13781,41078.0,3986,0.12509977505260866,13706,714.0,804.0,905.0,1184.0,1385.0
30037,Golden Valley,MT,841,54792.0,135,0.18192627824019025,814,688.0,721.0,947.0,1245.0,1491.0
30039,Granite,MT,3368,53917.0,431,0.24109263657957244,3325,658.0,727.0,905.0,1275.0,1425.0
30041,Hill,MT,16238,58427.0,2679,0.14576918339697006,16422,677.0,696.0,905.0,1201.0,1205.0
30043,Jefferson,MT,12273,73875.0,609,0.24362421575816834,12069,638.0,716.0,941.0,1326.0,1420.0
30045,Judith Basin,MT,2039,58750.0,357,0.19421284943599804,1968,658.0,689.0,905.0,1094.0,1425.0
30047,Lake,MT,31509,58009.0,5901,0.22368212256815512,30383,633.0,743.0,934.0,1175.0,1244.0
30049,Lewis and Clark,MT,71487,71967.0,6568,0.3027123812721194,68714,729.0,837.0,1057.0,1370.0,1575.0
30051,Liberty,MT,1993,48047.0,515,0.18615153035624687,2455,658.0,806.0,905.0,1275.0,1425.0
30053,Lincoln,MT,20157,44593.0,3360,0.13429577814158852,19845,658.0,806.0,905.0,1275.0,1441.0
30055,McCone,MT,1746,79022.0,42,0.16380297823596793,1826,725.0,760.0,998.0,1356.0,1571.0
30057,Madison,MT,8742,61226.0,592,0.2515442690459849,8530,777.0,795.0,1023.0,1237.0,1611.0
30059,Meagher,MT,1948,55753.0,223,0.27720739219712526,1795,658.0,689.0,905.0,1230.0,1425.0
30061,Mineral,MT,4652,56098.0,639,0.19368013757523644,4330,658.0,697.0,905.0,1094.0,1365.0
30063,Missoula,MT,118541,66840.0,13756,0.30420698323786705,119062,845.0,988.0,1203.0,1695.0,2041.0
30065,Musselshell,MT,4924,54875.0,576,0.1478472786352559,4682,675.0,707.0,929.0,1309.0,1485.0
30067,Park,MT,17320,67602.0,1968,0.28290993071593534,16513,722.0,823.0,1056.0,1476.0,1734.0
30069,Petroleum,MT,416,57981.0,26,0.18509615384615385,464,725.0,760.0,998.0,1356.0,1571.0
30071,Phillips,MT,4233,61250.0,290,0.1433971178832979,4032,658.0,806.0,905.0,1275.0,1425.0
30073,Pondera,MT,5987,59861.0,1272,0.15049273425755805,5911,658.0,806.0,905.0,1198.0,1536.0
30075,Powder River,MT,1773,60313.0,220,0.19740552735476594,1634,658.0,689.0,905.0,1275.0,1425.0
30077,Powell,MT,6998,60994.0,271,0.15204344098313805,6843,658.0,689.0,905.0,1275.0,1536.0
30079,Prairie,MT,1283,44107.0,278,0.16601714731098988,1162,725.0,760.0,998.0,1356.0,1571.0
30081,Ravalli,MT,44876,67424.0,4372,0.21621802299670204,43424,674.0,718.0,928.0,1304.0,1575.0
30083,Richland,MT,11366,67515.0,942,0.0939644553932782,11097,658.0,795.0,905.0,1101.0,1536.0
30085,Roosevelt,MT,10799,51038.0,3271,0.11352903046578387,11091,647.0,689.0,905.0,1094.0,1425.0
30087,Rosebud,MT,8310,57656.0,1670,0.1200962695547533,9065,658.0,749.0,905.0,1253.0,1536.0
30089,Sanders,MT,12615,47110.0,2027,0.1395164486722156,11804,692.0,726.0,905.0,1189.0,1536.0
30091,Sheridan,MT,3700,67457.0,356,0.18216216216216216,3389,658.0,806.0,905.0,1201.0,1205.0
30093,Silver Bow,MT,35306,56297.0,5438,0.19047753922845975,34895,632.0,723.0,932.0,1240.0,1538.0
30095,Stillwater,MT,8978,78380.0,713,0.2131877923813767,9562,735.0,779.0,1023.0,1424.0,1736.0
30097,Sweet Grass,MT,3697,64872.0,219,0.16553962672437111,3676,658.0,721.0,905.0,1275.0,1425.0
30099,Teton,MT,6238,65224.0,886,0.1737736453991664,6127,658.0,806.0,905.0,1221.0,1367.0
30101,Toole,MT,5018,54040.0,468,0.1578318055001993,4812,658.0,806.0,905.0,1275.0,1425.0
30103,Treasure,MT,680,70096.0,67,0.25441176470588234,614,725.0,760.0,998.0,1356.0,1571.0
30105,Valley,MT,7552,59725.0,910,0.1395656779661017,7424,658.0,689.0,905.0,1170.0,1373.0
30107,Wheatland,MT,2060,48272.0,460,0.1529126213592233,2138,658.0,689.0,905.0,1177.0,1425.0
30109,Wibaux,MT,1119,58750.0,195,0.1554959785522788,1037,725.0,760.0,998.0,1356.0,1571.0
30111,Yellowstone,MT,165524,72300.0,17356,0.2349447814214253,160390,837.0,874.0,1148.0,1583.0,1778.0
31001,Adams,NE,31143,61502.0,3563,0.17670102430722795,31541,641.0,714.0,872.0,1135.0,1207.0
31003,Antelope,NE,6302,61924.0,686,0.1393208505236433,6315,591.0,664.0,872.0,1178.0,1193.0
31005,Arthur,NE,485,66667.0,34,0.20412371134020618,439,591.0,664.0,872.0,1142.0,1163.0
31007,Banner,NE,670,62375.0,49,0.23134328358208955,645,593.0,666.0,875.0,1107.0,1167.0
31009,Blaine,NE,384,52083.0,44,0.17447916666666666,467,593.0,666.0,875.0,1107.0,1167.0
31011,Boone,NE,5397,66800.0,389,0.12488419492310543,5228,591.0,664.0,872.0,1150.0,1419.0
31013,Box Butte,NE,10778,67893.0,1271,0.12460567823343849,10845,620.0,696.0,915.0,1106.0,1219.0
31015,Boyd,NE,1767,57120.0,202,0.1284663271080928,1882,591.0,665.0,872.0,1103.0,1163.0
31017,Brown,NE,2691,44267.0,236,0.15756224451876627,2887,591.0,664.0,872.0,1054.0,1295.0
31019,Buffalo,NE,50103,70093.0,5653,0.21777139093467457,49594,651.0,758.0,960.0,1281.0,1629.0
31021,Burt,NE,6717,54950.0,941,0.16450796486526723,6503,591.0,664.0,872.0,1054.0,1161.0
31023,Butler,NE,8373,75690.0,647,0.1748477248298101,7997,591.0,693.0,872.0,1112.0,1161.0
31025,Cass,NE,26749,87673.0,1482,0.21578376761748103,26022,895.0,971.0,1170.0,1562.0,1733.0
31027,Cedar,NE,8375,72035.0,444,0.15534328358208954,8483,591.0,685.0,872.0,1193.0,1326.0
31029,Chase,NE,3704,57313.0,298,0.16927645788336934,3707,591.0,777.0,872.0,1093.0,1480.0
31031,Cherry,NE,5473,62373.0,530,0.177599122967294,5801,591.0,727.0,872.0,1078.0,1163.0
31033,Cheyenne,NE,9489,54038.0,1086,0.1668247444409316,9428,736.0,741.0,962.0,1217.0,1281.0
31035,Clay,NE,6088,73933.0,520,0.14816031537450722,6193,591.0,711.0,872.0,1054.0,1254.0
31037,Colfax,NE,10563,71205.0,1057,0.08009088327179778,10681,612.0,702.0,903.0,1092.0,1214.0
31039,Cuming,NE,9000,68917.0,678,0.163,8882,591.0,745.0,872.0,1152.0,1161.0
31041,Custer,NE,10566,62288.0,1177,0.17859170925610449,10788,591.0,686.0,872.0,1110.0,1161.0
31043,Dakota,NE,21308,66112.0,2354,0.08630561291533696,20124,685.0,780.0,1010.0,1228.0,1345.0
31045,Dawes,NE,8279,53760.0,964,0.2253895397994927,8685,614.0,709.0,906.0,1204.0,1208.0
31047,Dawson,NE,24037,67462.0,3378,0.10338228564296709,23638,612.0,804.0,903.0,1139.0,1203.0
31049,Deuel,NE,1858,58875.0,132,0.15931108719052745,1770,591.0,664.0,872.0,1073.0,1163.0
31051,Dixon,NE,5579,60568.0,518,0.14877218139451515,5682,685.0,780.0,1010.0,1228.0,1345.0
31053,Dodge,NE,37175,66793.0,3255,0.14426361802286483,36565,662.0,743.0,976.0,1180.0,1300.0
31055,Douglas,NE,582638,76083.0,62856,0.2696099464847813,565739,895.0,971.0,1170.0,1562.0,1733.0
31057,Dundy,NE,1825,58977.0,224,0.17972602739726026,1928,591.0,689.0,872.0,1103.0,1163.0
31059,Fillmore,NE,5557,72335.0,375,0.1700557854957711,5542,591.0,777.0,872.0,1054.0,1199.0
31061,Franklin,NE,2901,55625.0,421,0.14339882799034814,2970,591.0,702.0,872.0,1176.0,1329.0
31063,Frontier,NE,2491,62928.0,295,0.15897230028101164,2636,591.0,664.0,872.0,1101.0,1177.0
31065,Furnas,NE,4630,58895.0,506,0.15183585313174947,4712,591.0,708.0,872.0,1095.0,1227.0
31067,Gage,NE,21654,60035.0,2835,0.14011268125981344,21548,591.0,664.0,872.0,1054.0,1227.0
31069,Garden,NE,1778,47139.0,168,0.16816647919010125,1916,591.0,664.0,872.0,1054.0,1163.0
31071,Garfield,NE,1833,64957.0,213,0.23404255319148937,2081,591.0,739.0,872.0,1159.0,1163.0
31073,Gosper,NE,1873,76583.0,120,0.2167645488521089,2001,591.0,664.0,872.0,1117.0,1308.0
31075,Grant,NE,649,65139.0,68,0.18489984591679506,691,593.0,666.0,875.0,1107.0,1167.0
31077,Greeley,NE,2212,52813.0,271,0.11889692585895117,2361,591.0,664.0,872.0,1054.0,1161.0
31079,Hall,NE,62575,63553.0,7860,0.13674790251697963,61338,673.0,792.0,986.0,1262.0,1455.0
31081,Hamilton,NE,9400,73254.0,510,0.17,9219,591.0,682.0,872.0,1208.0,1395.0
31083,Harlan,NE,3094,64583.0,224,0.1722689075630252,3380,591.0,664.0,872.0,1103.0,1161.0
31085,Hayes,NE,919,59405.0,135,0.1338411316648531,889,591.0,664.0,872.0,1103.0,1163.0
31087,Hitchcock,NE,2620,49456.0,319,0.13282442748091602,2788,591.0,664.0,872.0,1078.0,1355.0
31089,Holt,NE,10149,66325.0,986,0.18661937136663712,10123,591.0,724.0,872.0,1054.0,1334.0
31091,Hooker,NE,659,43333.0,51,0.17298937784522003,741,591.0,760.0,872.0,1103.0,1163.0
31093,Howard,NE,6476,70766.0,312,0.15487955528103767,6428,609.0,664.0,872.0,1054.0,1161.0
31095,Jefferson,NE,7185,54494.0,780,0.13862212943632568,7102,591.0,664.0,872.0,1120.0,1161.0
31097,Johnson,NE,5294,64352.0,265,0.13751416698148847,5118,591.0,664.0,872.0,1054.0,1163.0
31099,Kearney,NE,6655,74276.0,619,0.2067618332081142,6588,604.0,678.0,891.0,1077.0,1187.0
31101,Keith,NE,8303,59511.0,978,0.14693484282789354,8048,591.0,684.0,872.0,1105.0,1268.0
31103,Keya Paha,NE,987,63977.0,85,0.18439716312056736,875,593.0,666.0,875.0,1107.0,1167.0
31105,Kimball,NE,3395,53151.0,333,0.08512518409425626,3576,591.0,664.0,872.0,1229.0,1480.0
31107,Knox,NE,8415,61250.0,983,0.12905525846702318,8400,591.0,664.0,872.0,1149.0,1324.0
31109,Lancaster,NE,322063,70387.0,36483,0.255033952984354,315976,766.0,856.0,1067.0,1504.0,1638.0
31111,Lincoln,NE,34532,63019.0,3699,0.13969651337889494,35042,675.0,680.0,893.0,1229.0,1409.0
31113,Logan,NE,839,69250.0,77,0.16805721096543505,896,591.0,664.0,872.0,1103.0,1163.0
31115,Loup,NE,629,50000.0,50,0.14308426073131955,690,593.0,666.0,875.0,1107.0,1167.0
31117,McPherson,NE,456,58250.0,35,0.12938596491228072,420,593.0,666.0,875.0,1107.0,1167.0
31119,Madison,NE,35538,61139.0,4201,0.16005402667567112,35023,630.0,708.0,930.0,1227.0,1378.0
31121,Merrick,NE,7675,57873.0,772,0.12338762214983713,7826,609.0,711.0,872.0,1147.0,1292.0
31123,Morrill,NE,4562,57325.0,423,0.13327487943884261,4711,591.0,665.0,872.0,1054.0,1163.0
31125,Nance,NE,3366,60054.0,446,0.13368983957219252,3525,591.0,664.0,872.0,1103.0,1163.0
31127,Nemaha,NE,7019,57196.0,1001,0.20002849408747686,6978,591.0,664.0,872.0,1229.0,1298.0
31129,Nuckolls,NE,4092,66000.0,253,0.19794721407624633,4204,591.0,664.0,872.0,1054.0,1163.0
31131,Otoe,NE,15995,73031.0,1804,0.17592997811816194,15965,594.0,667.0,876.0,1138.0,1168.0
31133,Pawnee,NE,2553,55833.0,332,0.14336075205640422,2640,591.0,664.0,872.0,1130.0,1163.0
31135,Perkins,NE,2860,61786.0,245,0.17762237762237762,2889,591.0,775.0,872.0,1143.0,1163.0
31137,Phelps,NE,8966,65114.0,1257,0.18135177336604952,9050,591.0,743.0,872.0,1229.0,1342.0
31139,Pierce,NE,7301,65603.0,569,0.14929461717572934,7132,591.0,777.0,872.0,1161.0,1386.0
31141,Platte,NE,34219,69943.0,2774,0.1609047605131652,33250,632.0,709.0,932.0,1237.0,1241.0
31143,Polk,NE,5182,67695.0,393,0.12890775762253956,5208,591.0,664.0,872.0,1054.0,1163.0
31145,Red Willow,NE,10690,58344.0,1262,0.16838166510757718,10725,591.0,664.0,872.0,1054.0,1195.0
31147,Richardson,NE,7850,50321.0,837,0.14738853503184712,7913,591.0,664.0,872.0,1054.0,1161.0
31149,Rock,NE,1312,57566.0,113,0.20198170731707318,1430,591.0,664.0,872.0,1159.0,1163.0
31151,Saline,NE,14275,71104.0,1524,0.1431873905429072,14221,591.0,694.0,872.0,1229.0,1415.0
31153,Sarpy,NE,191272,95911.0,10398,0.26518256723409594,183956,895.0,971.0,1170.0,1562.0,1733.0
31155,Saunders,NE,22374,84474.0,1471,0.19938321265754894,21356,709.0,769.0,925.0,1142.0,1354.0
31157,Scotts Bluff,NE,36048,60137.0,4379,0.16910785619174434,35884,624.0,720.0,894.0,1260.0,1412.0
31159,Seward,NE,17644,79677.0,1104,0.19474042167309,17217,656.0,695.0,910.0,1282.0,1500.0
31161,Sheridan,NE,5102,53609.0,539,0.1528812230497844,5215,591.0,730.0,872.0,1054.0,1185.0
31163,Sherman,NE,2970,60194.0,318,0.13703703703703704,3015,591.0,664.0,872.0,1218.0,1237.0
31165,Sioux,NE,1162,50833.0,202,0.16781411359724613,1298,591.0,664.0,872.0,1103.0,1163.0
31167,Stanton,NE,5828,76035.0,404,0.13726835964310227,5946,718.0,807.0,1060.0,1282.0,1412.0
31169,Thayer,NE,5006,60305.0,468,0.15801038753495805,5000,591.0,664.0,872.0,1076.0,1161.0
31171,Thomas,NE,592,70069.0,39,0.20608108108108109,586,591.0,664.0,872.0,1103.0,1163.0
31173,Thurston,NE,6716,63459.0,1253,0.10795116140559857,7218,591.0,664.0,872.0,1073.0,1161.0
31175,Valley,NE,4053,62321.0,353,0.19072292129286947,4100,591.0,665.0,872.0,1074.0,1163.0
31177,Washington,NE,20884,89671.0,1644,0.23429419651407776,20546,895.0,971.0,1170.0,1562.0,1733.0
31179,Wayne,NE,9701,64951.0,1381,0.1844139779404185,9388,591.0,664.0,872.0,1054.0,1307.0
31181,Webster,NE,3410,62571.0,262,0.15131964809384163,3497,591.0,664.0,872.0,1159.0,1163.0
31183,Wheeler,NE,771,59167.0,79,0.19584954604409857,689,591.0,664.0,872.0,1159.0,1163.0
31185,York,NE,14212,72914.0,1242,0.16985645933014354,13671,643.0,721.0,948.0,1146.0,1263.0
32001,Churchill,NV,25409,69922.0,2464,0.12161045298909835,24606,822.0,920.0,1209.0,1704.0,2052.0
32003,Clark,NV,2265926,69911.0,299459,0.1817618933716282,2228866,1214.0,1377.0,1643.0,2315.0,2731.0
32005,Douglas,NV,49476,84262.0,3678,0.24597784784542,48486,979.0,1192.0,1444.0,2035.0,2213.0
32007,Elko,NV,53600,87755.0,5473,0.11003731343283582,52537,973.0,1092.0,1435.0,1880.0,2134.0
32009,Esmeralda,NV,980,40694.0,157,0.2163265306122449,1030,957.0,1072.0,1408.0,1984.0,2355.0
32011,Eureka,NV,1622,73929.0,285,0.10419235511713934,1839,867.0,971.0,1276.0,1798.0,2134.0
32013,Humboldt,NV,17266,75574.0,2448,0.13668481408548594,16834,831.0,931.0,1223.0,1489.0,2046.0
32015,Lander,NV,5728,92388.0,611,0.09444832402234637,5565,788.0,883.0,1160.0,1453.0,1940.0
32017,Lincoln,NV,4507,67412.0,288,0.10849789216773907,5177,680.0,892.0,1001.0,1411.0,1674.0
32019,Lyon,NV,59435,70026.0,6114,0.1167157398839068,55667,1006.0,1052.0,1225.0,1726.0,2079.0
32021,Mineral,NV,4568,46625.0,828,0.10464098073555167,4487,867.0,971.0,1276.0,1798.0,2134.0
32023,Nye,NV,51698,53602.0,7746,0.09793415606019575,45514,779.0,919.0,1146.0,1553.0,1755.0
32027,Pershing,NV,6587,66304.0,472,0.0765143464399575,6591,693.0,796.0,1020.0,1437.0,1706.0
32029,Storey,NV,4095,86932.0,371,0.23833943833943835,4086,1072.0,1257.0,1582.0,2229.0,2669.0
32031,Washoe,NV,486674,81531.0,52165,0.22634658929796947,464182,1072.0,1257.0,1582.0,2229.0,2669.0
32033,White Pine,NV,8997,71297.0,684,0.09947760364565966,9570,871.0,976.0,1282.0,1618.0,2144.0
32510,Carson City,NV,58249,67465.0,6213,0.17519614070627823,55244,921.0,1066.0,1359.0,1915.0,2306.0
33001,Belknap,NH,63914,80719.0,5408,0.23980661513909315,5331,906.0,1058.0,1329.0,1710.0,2019.0
33001,Belknap,NH,63914,80719.0,5408,0.23980661513909315,4701,906.0,1058.0,1329.0,1710.0,2019.0
33001,Belknap,NH,63914,80719.0,5408,0.23980661513909315,7304,906.0,1058.0,1329.0,1710.0,2019.0
33001,Belknap,NH,63914,80719.0,5408,0.23980661513909315,881,906.0,1058.0,1329.0,1710.0,2019.0
33001,Belknap,NH,63914,80719.0,5408,0.23980661513909315,7202,906.0,1058.0,1329.0,1710.0,2019.0
33001,Belknap,NH,63914,80719.0,5408,0.23980661513909315,3760,906.0,1058.0,1329.0,1710.0,2019.0
33001,Belknap,NH,63914,80719.0,5408,0.23980661513909315,16584,906.0,1058.0,1329.0,1710.0,2019.0
33001,Belknap,NH,63914,80719.0,5408,0.23980661513909315,6428,906.0,1058.0,1329.0,1710.0,2019.0
33001,Belknap,NH,63914,80719.0,5408,0.23980661513909315,2441,906.0,1058.0,1329.0,1710.0,2019.0
33001,Belknap,NH,63914,80719.0,5408,0.23980661513909315,2992,906.0,1058.0,1329.0,1710.0,2019.0
33001,Belknap,NH,63914,80719.0,5408,0.23980661513909315,3550,906.0,1058.0,1329.0,1710.0,2019.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,700,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,2784,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,706,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,377,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,10194,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,291,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,1647,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,1304,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,254,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,69,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,985,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,2585,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,4131,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,4345,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,1535,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,3035,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,2092,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,5070,866.0,1009.0,1241.0,1664.0,2097.0
33003,Carroll,NH,50679,77049.0,3998,0.29625683221847315,6357,866.0,1009.0,1241.0,1664.0,2097.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,1656,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,3601,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,1553,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,2299,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,743,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,882,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,3905,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,5275,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,22823,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,2492,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,788,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,542,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,1118,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,6100,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,323,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,1144,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,696,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,901,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,7219,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,1734,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,3991,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,2047,945.0,1061.0,1394.0,1833.0,1888.0
33005,Cheshire,NH,76610,76551.0,6538,0.2447330635687247,4208,945.0,1061.0,1394.0,1833.0,1888.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,0,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,0,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,0,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,10025,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,23,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,773,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,0,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,335,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,1923,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,611,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,0,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,0,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,1032,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,0,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,12,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,295,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,239,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,0,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,2607,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,12,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,0,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,942,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,0,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,3266,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,0,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,0,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,1240,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,8,654.0,748.0,960.0,1275.0,1280.0
33007,Coos,NH,31430,55247.0,3419,0.15917912822144448,1900,654.0,748.0,960.0,1275.0,1280.0
