fips,county,state,total_population,median_household_income,poverty_count,edu_pct,hud_pop2020,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
20139,Osage,KS,15787,66155.0,1726,0.13840501678596315,3389,957.0,1210.0,1358.0,1642.0,2077.0
20169,Saline,KS,54160,59887.0,6293,0.19146971935007384,5708,1349.0,1515.0,1991.0,2407.0,3044.0
20209,Wyandotte,KS,167989,57771.0,27937,0.12719880468364,292090,996.0,1107.0,1454.0,2049.0,2467.0
21009,Barren,KY,44511,48141.0,9187,0.12095886410100874,2547,1036.0,1128.0,1470.0,1923.0,2248.0
21059,Daviess,KY,102916,64021.0,13990,0.1709452368922228,2135,936.0,1018.0,1329.0,1607.0,1770.0
21109,Jackson,KY,13002,38516.0,2905,0.077834179357022,32099,1138.0,1307.0,1679.0,2291.0,2299.0
21229,Washington,KY,12025,65456.0,1657,0.13812889812889814,58809,984.0,990.0,1301.0,1833.0,2090.0
40019,Carter,OK,48202,56390.0,7257,0.1305754947927472,71714,716.0,804.0,1057.0,1417.0,1461.0
40039,Custer,OK,28391,58669.0,4290,0.18220562854425698,126442,770.0,913.0,1067.0,1504.0,1811.0
40059,Harper,OK,3272,59934.0,443,0.1573960880195599,142254,1448.0,1537.0,1863.0,2253.0,2633.0
40079,Le Flore,OK,48525,46750.0,9567,0.10182380216383308,53846,855.0,960.0,1262.0,1778.0,1846.0
40099,Murray,OK,13837,60213.0,1949,0.12054636120546361,38304,928.0,933.0,1157.0,1611.0,1963.0
40119,Payne,OK,82058,46658.0,17559,0.20787735504155597,9465,742.0,974.0,1094.0,1323.0,1457.0
40129,Roger Mills,OK,3423,57574.0,461,0.15366637452527024,21035,801.0,900.0,1182.0,1666.0,2006.0
40139,Texas,OK,21144,55682.0,4234,0.1506810442678774,4412779,1460.0,1599.0,1877.0,2541.0,2890.0
50019,Orleans,VT,27459,63981.0,2610,0.20281146436505335,17761,581.0,652.0,857.0,1050.0,1348.0
51019,Bedford,VA,79761,74773.0,7161,0.23714597359611841,7753,604.0,725.0,814.0,984.0,1381.0
51059,Fairfax,VA,1145354,145165.0,67901,0.43798598511901127,10342,944.0,950.0,1089.0,1454.0,1717.0
51079,Greene,VA,20631,81338.0,2273,0.19349522563133148,18151,604.0,622.0,814.0,1147.0,1381.0
51099,King George,VA,26985,103264.0,1846,0.2322401334074486,10714,604.0,641.0,814.0,1063.0,1174.0
51119,Middlesex,VA,10738,69389.0,990,0.23095548519277334,23747,615.0,620.0,814.0,1080.0,1084.0
51139,Page,VA,23753,56760.0,2361,0.10743906032922157,19999,584.0,662.0,861.0,1041.0,1152.0
51159,Richmond,VA,8968,62708.0,556,0.13481266726137378,63926,581.0,663.0,857.0,1208.0,1225.0
51179,Stafford,VA,157606,128036.0,8268,0.2774894356813827,8138,631.0,648.0,851.0,1029.0,1200.0
51199,York,VA,70238,105154.0,3262,0.3342065548563456,393078,944.0,950.0,1089.0,1454.0,1717.0
10001,Kent,DE,182400,69278.0,21850,0.17695723684210526,179124,1110.0,1117.0,1368.0,1928.0,2152.0
10003,New Castle,DE,570567,85309.0,58355,0.26525368624543655,558306,1303.0,1451.0,1737.0,2100.0,2422.0
10005,Sussex,DE,240668,75406.0,27585,0.23989479282663254,230249,909.0,988.0,1298.0,1656.0,2037.0
11001,District of Columbia,,670587,101722.0,98039,0.4526362724001509,701974,1772.0,1803.0,2045.0,2544.0,3015.0
12001,Alachua,FL,279729,57566.0,53070,0.28261638943405937,268105,1053.0,1162.0,1397.0,1832.0,1861.0
12003,Baker,FL,27969,67872.0,3398,0.09510529514819979,28679,802.0,807.0,1061.0,1400.0,1801.0
12005,Bay,FL,181055,65999.0,21755,0.19036204468255502,180076,1269.0,1297.0,1523.0,2065.0,2585.0
12007,Bradford,FL,27816,54759.0,4352,0.09537676157607132,27723,785.0,806.0,905.0,1244.0,1536.0
12009,Brevard,FL,610723,71308.0,60927,0.24540258022049277,594001,1034.0,1214.0,1434.0,1938.0,2263.0
12011,Broward,FL,1940907,70331.0,238880,0.24897792629940538,1942273,1573.0,1692.0,2102.0,2916.0,3567.0
12013,Calhoun,FL,13753,41526.0,2374,0.08085508616301898,14324,785.0,806.0,905.0,1260.0,1265.0
12015,Charlotte,FL,189900,62164.0,19490,0.20874144286466562,185926,1089.0,1121.0,1380.0,1945.0,2306.0
12017,Citrus,FL,155173,52569.0,22833,0.15703118454885837,147938,848.0,853.0,1116.0,1554.0,1894.0
12019,Clay,FL,219650,82242.0,20352,0.19062144320509902,215294,1240.0,1354.0,1604.0,2027.0,2579.0
12021,Collier,FL,380221,82011.0,39131,0.2972218788546661,379345,1328.0,1493.0,1782.0,2375.0,2497.0
12023,Columbia,FL,69832,53501.0,10196,0.1113672814755413,70898,788.0,793.0,1042.0,1268.0,1388.0
12027,DeSoto,FL,34258,45000.0,8601,0.08465176017280635,37371,785.0,800.0,905.0,1201.0,1205.0
12029,Dixie,FL,16737,45057.0,2445,0.05968811614984764,16740,697.0,702.0,905.0,1097.0,1265.0
12031,Duval,FL,995708,65579.0,139341,0.22122248691383417,948651,1240.0,1354.0,1604.0,2027.0,2579.0
12033,Escambia,FL,321296,61642.0,44874,0.1906559683282705,316691,1048.0,1098.0,1278.0,1747.0,2167.0
12035,Flagler,FL,117515,69251.0,11382,0.21927413521678082,112854,1152.0,1159.0,1465.0,1977.0,2337.0
12037,Franklin,FL,12276,58107.0,2325,0.1656076898012382,11914,792.0,814.0,914.0,1273.0,1277.0
12039,Gadsden,FL,43746,45721.0,10460,0.13742970785900424,45787,1062.0,1183.0,1339.0,1708.0,1903.0
12041,Gilchrist,FL,18070,56823.0,2115,0.10442722744881018,18245,1053.0,1162.0,1397.0,1832.0,1861.0
12043,Glades,FL,12179,37221.0,2382,0.10197881599474505,13777,857.0,862.0,1002.0,1220.0,1400.0
12045,Gulf,FL,15002,56250.0,1522,0.1693774163444874,15073,1016.0,1023.0,1344.0,1625.0,1790.0
12047,Hamilton,FL,13492,47668.0,2822,0.06826267417729025,14397,684.0,689.0,905.0,1260.0,1265.0
12049,Hardee,FL,25528,44665.0,6731,0.06729865246004388,27027,718.0,723.0,950.0,1235.0,1327.0
12051,Hendry,FL,39902,49259.0,8729,0.06726479875695454,41472,761.0,766.0,905.0,1253.0,1512.0
12053,Hernando,FL,196621,59202.0,24134,0.1498212296753653,190700,1449.0,1562.0,1851.0,2367.0,2888.0
12055,Highlands,FL,102339,53679.0,15742,0.1413048788829283,104574,757.0,850.0,1117.0,1391.0,1831.0
12057,Hillsborough,FL,1468560,70612.0,197369,0.24925913820341014,1451358,1449.0,1562.0,1851.0,2367.0,2888.0
12059,Holmes,FL,19529,46063.0,2949,0.0795739669209893,19530,785.0,793.0,905.0,1201.0,1205.0
12061,Indian River,FL,160986,67543.0,18221,0.2560098393649137,156964,991.0,1195.0,1462.0,1844.0,2481.0
12063,Jackson,FL,47704,46144.0,7787,0.10139610934093576,47409,707.0,712.0,905.0,1166.0,1205.0
12065,Jefferson,FL,14458,51573.0,2414,0.14628579333241112,14278,1062.0,1183.0,1339.0,1708.0,1903.0
12067,Lafayette,FL,8107,57852.0,1306,0.05846799062538547,8576,815.0,819.0,953.0,1152.0,1332.0
12069,Lake,FL,386829,66239.0,36977,0.19057516370282476,356115,1558.0,1638.0,1857.0,2362.0,2849.0
12071,Lee,FL,772902,69368.0,89142,0.22734706340519237,756570,1329.0,1331.0,1677.0,2198.0,2499.0
12073,Leon,FL,294128,61317.0,53940,0.2828190447696241,291863,1062.0,1183.0,1339.0,1708.0,1903.0
12075,Levy,FL,43268,49933.0,6718,0.11837847832116113,40979,673.0,715.0,905.0,1203.0,1416.0
12077,Liberty,FL,7704,51723.0,1375,0.12058670820353064,8333,774.0,778.0,905.0,1120.0,1536.0
12079,Madison,FL,17986,43386.0,3611,0.09874346714110975,18557,736.0,778.0,905.0,1156.0,1481.0
12081,Manatee,FL,405069,71385.0,40670,0.24846631067793387,393847,1230.0,1502.0,1815.0,2416.0,2875.0
12083,Marion,FL,378225,55265.0,52923,0.1638945072377553,360210,949.0,1043.0,1266.0,1619.0,1768.0
12085,Martin,FL,159399,77894.0,16391,0.2727118739766247,160420,1278.0,1286.0,1573.0,2175.0,2433.0
12086,Miami-Dade,FL,2688237,64215.0,403997,0.23224514802824306,2705528,1683.0,1884.0,2324.0,3027.0,3589.0
12087,Monroe,FL,82044,80111.0,9480,0.28450587489639706,75137,1556.0,1730.0,2139.0,2812.0,3426.0
12089,Nassau,FL,91538,84085.0,8343,0.23718018746313008,85762,1240.0,1354.0,1604.0,2027.0,2579.0
12091,Okaloosa,FL,212021,73988.0,20998,0.22913767975813717,207430,1211.0,1319.0,1526.0,2064.0,2557.0
12093,Okeechobee,FL,39870,50476.0,7113,0.11971407072987209,41611,801.0,806.0,1059.0,1298.0,1599.0
12095,Orange,FL,1427403,72629.0,187454,0.2527814499479124,1373784,1558.0,1638.0,1857.0,2362.0,2849.0
12097,Osceola,FL,393745,64312.0,52441,0.1763577950196193,363666,1558.0,1638.0,1857.0,2362.0,2849.0
12099,Palm Beach,FL,1494805,76066.0,166938,0.2850659450563786,1482057,1573.0,1851.0,2226.0,2942.0,3556.0
12101,Pasco,FL,569211,63187.0,66197,0.1962277608830469,539885,1449.0,1562.0,1851.0,2367.0,2888.0
12103,Pinellas,FL,959918,66406.0,107865,0.27237222346075396,970985,1449.0,1562.0,1851.0,2367.0,2888.0
12105,Polk,FL,736229,60901.0,106728,0.14843886888454544,705735,1006.0,1012.0,1250.0,1679.0,2121.0
12107,Putnam,FL,73604,44852.0,16506,0.09532090647247432,73784,689.0,693.0,911.0,1172.0,1213.0
12109,St. Johns,FL,278722,100020.0,18720,0.3378133050135978,255410,1240.0,1354.0,1604.0,2027.0,2579.0
12111,St. Lucie,FL,334682,66154.0,41337,0.18300356756562947,320914,1278.0,1286.0,1573.0,2175.0,2433.0
12113,Santa Rosa,FL,188994,84715.0,16407,0.21073684878885043,179587,1048.0,1098.0,1278.0,1747.0,2167.0
12115,Sarasota,FL,439392,77213.0,35122,0.30736790838249217,427766,1230.0,1502.0,1815.0,2416.0,2875.0
12117,Seminole,FL,471321,79490.0,44796,0.29573475402114485,466695,1558.0,1638.0,1857.0,2362.0,2849.0
12119,Sumter,FL,131832,70105.0,11443,0.3033633715638085,129938,945.0,951.0,1250.0,1572.0,1665.0
12121,Suwannee,FL,43881,49729.0,5999,0.11262277523301657,44290,708.0,713.0,916.0,1108.0,1223.0
12123,Taylor,FL,21421,46239.0,2777,0.10302973717380141,21709,774.0,778.0,905.0,1240.0,1536.0
12125,Union,FL,15524,64043.0,1656,0.07169543931976295,15282,684.0,689.0,905.0,1136.0,1267.0
12127,Volusia,FL,558520,63075.0,66328,0.19431354293489939,546107,958.0,1152.0,1413.0,1865.0,1925.0
12129,Wakulla,FL,33732,72035.0,1888,0.14217953278785722,32855,940.0,1046.0,1176.0,1494.0,1685.0
12131,Walton,FL,76618,74832.0,7898,0.24412018063640398,71049,944.0,1061.0,1191.0,1598.0,1972.0
12133,Washington,FL,25014,47536.0,5046,0.09038938194611018,25094,768.0,772.0,905.0,1157.0,1536.0
13001,Appling,GA,18441,43268.0,4577,0.066753429857383,18428,693.0,697.0,885.0,1228.0,1502.0
13003,Atkinson,GA,8265,38007.0,2266,0.0751361161524501,8311,724.0,729.0,885.0,1172.0,1270.0
13005,Bacon,GA,11138,43938.0,2278,0.07173639791704076,11140,600.0,697.0,885.0,1227.0,1270.0
13007,Baker,GA,2878,45417.0,666,0.13551077136900624,3090,693.0,697.0,885.0,1247.0,1270.0
13009,Baldwin,GA,43778,54699.0,8864,0.14918452190598017,45072,762.0,838.0,941.0,1138.0,1566.0
13011,Banks,GA,18381,69096.0,2411,0.12050486915837005,18900,758.0,773.0,885.0,1070.0,1451.0
13013,Barrow,GA,84399,75053.0,8009,0.1398120830815531,81294,1599.0,1643.0,1844.0,2230.0,2707.0
13015,Bartow,GA,109410,74812.0,11700,0.14068183895439174,106456,1599.0,1643.0,1844.0,2230.0,2707.0
13017,Ben Hill,GA,17169,38255.0,4442,0.08171704816821014,16889,758.0,760.0,885.0,1165.0,1270.0
13019,Berrien,GA,18187,48670.0,4167,0.10139110353549238,19206,669.0,674.0,885.0,1247.0,1404.0
13021,Bibb,GA,156554,48897.0,37641,0.17033739157095953,153026,893.0,999.0,1146.0,1398.0,1526.0
13023,Bleckley,GA,12413,56021.0,1906,0.1218883428663498,12870,669.0,674.0,885.0,1236.0,1392.0
13025,Brantley,GA,18105,40166.0,2933,0.07174813587406793,18924,957.0,963.0,1137.0,1464.0,1820.0
13027,Brooks,GA,16275,42263.0,4277,0.10304147465437788,15548,787.0,792.0,1039.0,1389.0,1618.0
13029,Bryan,GA,44995,90627.0,3200,0.2124236026225136,38321,1191.0,1287.0,1445.0,1967.0,2306.0
13031,Bulloch,GA,79829,53675.0,16576,0.1671572987260269,77719,832.0,837.0,1081.0,1382.0,1440.0
13033,Burke,GA,24337,50321.0,4150,0.0938488720877676,22567,805.0,961.0,1100.0,1463.0,1779.0
13035,Butts,GA,25522,60076.0,3612,0.09156805892955097,24463,948.0,954.0,1254.0,1626.0,1904.0
13037,Calhoun,GA,5594,48663.0,1007,0.08562745799070433,6301,693.0,697.0,885.0,1185.0,1411.0
13039,Camden,GA,55105,68104.0,8638,0.1396243535069413,53960,902.0,906.0,1053.0,1484.0,1723.0
13043,Candler,GA,10946,45519.0,1947,0.0817650283208478,10834,693.0,697.0,885.0,1247.0,1317.0
13045,Carroll,GA,120060,66895.0,19641,0.13525737131434282,118692,1599.0,1643.0,1844.0,2230.0,2707.0
13047,Catoosa,GA,68052,68896.0,6012,0.16228766237583026,67181,1068.0,1085.0,1232.0,1569.0,1784.0
13049,Charlton,GA,12547,45770.0,2381,0.08703275683430302,13032,758.0,788.0,885.0,1195.0,1199.0
13051,Chatham,GA,296266,66171.0,39871,0.24644407390655695,289649,1191.0,1287.0,1445.0,1967.0,2306.0
13053,Chattahoochee,GA,9402,52943.0,908,0.1419910657306956,10470,828.0,881.0,1031.0,1372.0,1743.0
13055,Chattooga,GA,24902,43556.0,4593,0.06573769175166654,24826,633.0,682.0,885.0,1240.0,1447.0
13057,Cherokee,GA,268567,100824.0,17662,0.2696161479258435,253780,1599.0,1643.0,1844.0,2230.0,2707.0
13059,Clarke,GA,128864,48692.0,31528,0.27260522721629005,126952,1014.0,1041.0,1169.0,1577.0,1717.0
13061,Clay,GA,2855,43264.0,720,0.11208406304728546,2931,693.0,697.0,885.0,1247.0,1270.0
13063,Clayton,GA,296312,56207.0,49313,0.12906328464591377,287560,1599.0,1643.0,1844.0,2230.0,2707.0
13065,Clinch,GA,6713,53350.0,2149,0.08654848800834203,6648,693.0,697.0,885.0,1247.0,1270.0
13067,Cobb,GA,765813,94244.0,62536,0.33728468960438124,756653,1599.0,1643.0,1844.0,2230.0,2707.0
13069,Coffee,GA,43056,48398.0,8063,0.08553976217019696,43070,679.0,684.0,885.0,1070.0,1210.0
13071,Colquitt,GA,45813,47235.0,11024,0.09591164080064611,45510,669.0,674.0,885.0,1111.0,1382.0
13073,Columbia,GA,156921,92571.0,11234,0.24995379840811618,154257,805.0,961.0,1100.0,1463.0,1779.0
13075,Cook,GA,17242,46706.0,3694,0.10387426052662105,17217,693.0,697.0,885.0,1165.0,1324.0
13077,Coweta,GA,147449,90031.0,12209,0.23229726888619115,145839,1599.0,1643.0,1844.0,2230.0,2707.0
13079,Crawford,GA,12156,56948.0,1987,0.07905561039815728,12267,893.0,999.0,1146.0,1398.0,1526.0
13081,Crisp,GA,20255,47463.0,4648,0.09503826215749198,22509,747.0,752.0,920.0,1112.0,1225.0
13083,Dade,GA,16239,59531.0,985,0.12734774308762856,16183,1068.0,1085.0,1232.0,1569.0,1784.0
13085,Dawson,GA,27355,84516.0,2623,0.2538110034728569,25277,1599.0,1643.0,1844.0,2230.0,2707.0
13087,Decatur,GA,29063,47383.0,6805,0.09937033341361869,26595,750.0,754.0,885.0,1140.0,1179.0
13089,DeKalb,GA,761209,76044.0,100326,0.3203075633630186,755287,1599.0,1643.0,1844.0,2230.0,2707.0
13091,Dodge,GA,19977,46091.0,4090,0.10637232817740401,20725,669.0,674.0,885.0,1070.0,1179.0
13093,Dooly,GA,11236,54109.0,1942,0.09932360270558918,13571,715.0,720.0,885.0,1070.0,1179.0
13095,Dougherty,GA,85038,45640.0,21493,0.15121475105247065,88696,854.0,860.0,997.0,1328.0,1620.0
13097,Douglas,GA,144735,76930.0,16579,0.1937402839672505,145063,1599.0,1643.0,1844.0,2230.0,2707.0
13099,Early,GA,10753,48355.0,2356,0.0891844136520041,10218,755.0,788.0,885.0,1142.0,1270.0
13101,Echols,GA,3707,61184.0,555,0.08551389263555435,3944,787.0,792.0,1039.0,1389.0,1618.0
13103,Effingham,GA,65314,79474.0,4290,0.16463545334843985,62241,1191.0,1287.0,1445.0,1967.0,2306.0
13105,Elbert,GA,19570,48190.0,3653,0.10005109862033724,19164,684.0,689.0,905.0,1106.0,1205.0
13107,Emanuel,GA,22907,47905.0,4674,0.07739992142139958,22525,758.0,788.0,885.0,1070.0,1502.0
13109,Evans,GA,10759,55222.0,2177,0.10605074821080027,10671,737.0,741.0,885.0,1079.0,1179.0
13111,Fannin,GA,25436,54857.0,2973,0.18116055983645227,25797,707.0,711.0,885.0,1247.0,1270.0
13113,Fayette,GA,119259,105910.0,6226,0.3229861058704165,113544,1599.0,1643.0,1844.0,2230.0,2707.0
13115,Floyd,GA,98541,57868.0,16534,0.14834434397864849,97805,834.0,834.0,1096.0,1394.0,1651.0
13117,Forsyth,GA,253225,131660.0,11591,0.36822983512686347,236605,1599.0,1643.0,1844.0,2230.0,2707.0
13119,Franklin,GA,23480,52597.0,4162,0.11448040885860307,23015,669.0,674.0,885.0,1140.0,1270.0
13121,Fulton,GA,1061944,86267.0,128777,0.3925517729748461,1051550,1599.0,1643.0,1844.0,2230.0,2707.0
13123,Gilmer,GA,31519,70334.0,4634,0.1742441067292744,30986,634.0,712.0,936.0,1238.0,1588.0
13125,Glascock,GA,2903,60469.0,438,0.08852910781949708,2984,758.0,788.0,885.0,1174.0,1179.0
13127,Glynn,GA,84566,65970.0,13638,0.21780621053378427,85008,957.0,963.0,1137.0,1464.0,1820.0
13129,Gordon,GA,57785,57555.0,8014,0.11288396642727351,57756,674.0,745.0,912.0,1284.0,1412.0
13131,Grady,GA,26075,51929.0,5121,0.10726749760306807,24693,681.0,686.0,901.0,1219.0,1309.0
13133,Greene,GA,19020,77527.0,2434,0.24873817034700316,17808,713.0,718.0,911.0,1159.0,1307.0
13135,Gwinnett,GA,957977,82296.0,96291,0.2492638132230732,926414,1599.0,1643.0,1844.0,2230.0,2707.0
13137,Habersham,GA,46326,61292.0,5942,0.1550533177913051,45204,634.0,787.0,936.0,1305.0,1310.0
13139,Hall,GA,204953,74153.0,27392,0.16823857177011314,201434,1076.0,1235.0,1386.0,1711.0,1932.0
13141,Hancock,GA,8588,31767.0,1932,0.07394038192827201,8500,693.0,697.0,885.0,1142.0,1502.0
13143,Haralson,GA,30178,65940.0,3737,0.12293723904831334,29608,854.0,859.0,1064.0,1499.0,1806.0
13145,Harris,GA,34914,85936.0,2588,0.22798877241221285,34676,828.0,881.0,1031.0,1372.0,1743.0
13147,Hart,GA,26110,61765.0,2742,0.13339716583684413,25981,751.0,756.0,993.0,1201.0,1382.0
13149,Heard,GA,11489,62965.0,1887,0.07929323700931326,11785,1599.0,1643.0,1844.0,2230.0,2707.0
13151,Henry,GA,240853,79663.0,20180,0.17888089415535618,229994,1599.0,1643.0,1844.0,2230.0,2707.0
13153,Houston,GA,164117,76968.0,15791,0.21020978935759244,155317,974.0,1080.0,1213.0,1633.0,1898.0
13155,Irwin,GA,9487,46383.0,2028,0.11573732476019817,9379,693.0,697.0,885.0,1070.0,1270.0
13157,Jackson,GA,77033,82056.0,6198,0.17911804032038217,70467,810.0,815.0,1006.0,1359.0,1550.0
13159,Jasper,GA,14882,57374.0,1963,0.12605832549388524,14074,1599.0,1643.0,1844.0,2230.0,2707.0
13161,Jeff Davis,GA,14791,41780.0,3326,0.07558650530728145,15063,693.0,697.0,885.0,1070.0,1303.0
13163,Jefferson,GA,15591,46865.0,2925,0.07318324674491694,15489,693.0,698.0,885.0,1070.0,1502.0
13165,Jenkins,GA,8704,31463.0,2163,0.06870404411764706,8787,693.0,697.0,885.0,1247.0,1270.0
13167,Johnson,GA,9225,47796.0,1762,0.06840108401084011,9717,758.0,788.0,885.0,1247.0,1270.0
13169,Jones,GA,28382,66288.0,4016,0.1239870340356564,28622,893.0,999.0,1146.0,1398.0,1526.0
13171,Lamar,GA,18676,64966.0,1967,0.11490683229813664,18834,818.0,823.0,1082.0,1436.0,1441.0
13173,Lanier,GA,9964,39971.0,3114,0.12143717382577278,10534,787.0,792.0,1039.0,1389.0,1618.0
13175,Laurens,GA,49407,46776.0,11823,0.11463962596393223,47404,600.0,674.0,885.0,1194.0,1502.0
13177,Lee,GA,32968,83632.0,2802,0.21056782334384858,29735,854.0,860.0,997.0,1328.0,1620.0
13179,Liberty,GA,65550,55149.0,9676,0.11647597254004577,62039,1040.0,1069.0,1200.0,1679.0,2036.0
13181,Lincoln,GA,7726,50754.0,1388,0.11972560186383639,7929,649.0,674.0,885.0,1174.0,1179.0
13183,Long,GA,16804,56819.0,2594,0.08331349678647941,19236,788.0,810.0,909.0,1237.0,1543.0
13185,Lowndes,GA,118257,52821.0,23507,0.1546208681092874,116436,787.0,792.0,1039.0,1389.0,1618.0
13187,Lumpkin,GA,33405,67592.0,4556,0.19892231701841043,33009,845.0,850.0,1079.0,1335.0,1831.0
13189,McDuffie,GA,21715,54752.0,3430,0.12447616854708726,21404,805.0,961.0,1100.0,1463.0,1779.0
13191,McIntosh,GA,11183,51262.0,2240,0.14218009478672985,14217,957.0,963.0,1137.0,1464.0,1820.0
13193,Macon,GA,12099,33960.0,2651,0.07174146623687908,13107,669.0,674.0,885.0,1078.0,1502.0
13195,Madison,GA,30378,53626.0,6203,0.1341431298966357,29624,1014.0,1041.0,1169.0,1577.0,1717.0
13197,Marion,GA,7508,48836.0,916,0.08750665956313265,8450,828.0,881.0,1031.0,1372.0,1743.0
13199,Meriwether,GA,20679,52392.0,4540,0.09362154843077518,21080,802.0,807.0,1061.0,1422.0,1530.0
13201,Miller,GA,5923,52132.0,1411,0.13523552253925375,5725,693.0,697.0,885.0,1236.0,1240.0
13205,Mitchell,GA,21634,45966.0,5658,0.08343348433022095,22072,758.0,788.0,885.0,1070.0,1214.0
13207,Monroe,GA,28287,74867.0,3708,0.19998585922862092,27455,797.0,883.0,1009.0,1220.0,1712.0
13209,Montgomery,GA,8687,49138.0,1312,0.128928283642224,9069,669.0,674.0,885.0,1247.0,1377.0
13211,Morgan,GA,20171,81524.0,1715,0.21283030092707353,18832,1000.0,1006.0,1322.0,1598.0,2243.0
13213,Murray,GA,40063,60617.0,5165,0.07660434815166113,39789,614.0,700.0,885.0,1236.0,1269.0
13215,Muscogee,GA,204572,54561.0,37204,0.18670199245253505,195418,828.0,881.0,1031.0,1372.0,1743.0
13217,Newton,GA,113298,70732.0,14935,0.14565129128493,109835,1599.0,1643.0,1844.0,2230.0,2707.0
13219,Oconee,GA,41978,116221.0,1862,0.3498975653913955,39194,1014.0,1041.0,1169.0,1577.0,1717.0
13221,Oglethorpe,GA,14974,66672.0,1646,0.1594764258047282,15040,1014.0,1041.0,1169.0,1577.0,1717.0
13223,Paulding,GA,169898,89237.0,11309,0.17433989805648095,164440,1599.0,1643.0,1844.0,2230.0,2707.0
13225,Peach,GA,28054,60940.0,5463,0.1469665644827832,27502,678.0,787.0,1001.0,1247.0,1333.0
13227,Pickens,GA,33439,72558.0,4469,0.1788330990759293,32002,1599.0,1643.0,1844.0,2230.0,2707.0
13229,Pierce,GA,19822,54861.0,2992,0.11361113913833115,19336,717.0,722.0,916.0,1108.0,1226.0
13231,Pike,GA,19145,83866.0,1531,0.13742491512144164,18565,1599.0,1643.0,1844.0,2230.0,2707.0
13233,Polk,GA,43019,51956.0,7337,0.09523698830749204,42251,699.0,703.0,924.0,1165.0,1231.0
13235,Pulaski,GA,9887,42545.0,1627,0.0958834833619905,11185,695.0,699.0,919.0,1241.0,1319.0
13237,Putnam,GA,22206,60825.0,3528,0.1874268215797532,21906,800.0,805.0,1022.0,1299.0,1734.0
13239,Quitman,GA,2180,38889.0,333,0.08486238532110092,2290,693.0,697.0,885.0,1070.0,1270.0
13241,Rabun,GA,16915,57261.0,2397,0.21814957138634347,16859,739.0,744.0,978.0,1300.0,1528.0
13243,Randolph,GA,6365,24638.0,1739,0.0826394344069128,6888,680.0,685.0,885.0,1070.0,1179.0
13245,Richmond,GA,206153,50605.0,40606,0.15491406867714755,202178,805.0,961.0,1100.0,1463.0,1779.0
13247,Rockdale,GA,93641,68999.0,10539,0.18797321686013604,90155,1599.0,1643.0,1844.0,2230.0,2707.0
13249,Schley,GA,4565,53274.0,727,0.11872946330777656,5215,693.0,697.0,885.0,1241.0,1270.0
13251,Screven,GA,14026,49941.0,2511,0.1149294167973763,13977,669.0,674.0,885.0,1199.0,1270.0
13253,Seminole,GA,9117,46063.0,1890,0.12493144674783371,8218,693.0,697.0,885.0,1206.0,1270.0
13255,Spalding,GA,67415,57367.0,12412,0.1254913594897278,66043,1599.0,1643.0,1844.0,2230.0,2707.0
13257,Stephens,GA,26732,52901.0,3289,0.10960646416280113,25934,702.0,707.0,929.0,1164.0,1530.0
13259,Stewart,GA,5121,43094.0,746,0.1290763522749463,6446,669.0,674.0,885.0,1070.0,1261.0
13261,Sumter,GA,29378,38899.0,6666,0.13956021512696576,29714,700.0,704.0,904.0,1093.0,1255.0
13263,Talbot,GA,5793,48065.0,1057,0.11721042637666149,6245,712.0,757.0,885.0,1148.0,1492.0
13265,Taliaferro,GA,1635,45881.0,308,0.09113149847094801,1596,695.0,700.0,888.0,1124.0,1274.0
13267,Tattnall,GA,24309,51868.0,3864,0.0975770290838784,25392,728.0,732.0,885.0,1174.0,1502.0
13269,Taylor,GA,7799,40727.0,2211,0.11552763174765995,8126,693.0,697.0,885.0,1159.0,1254.0
13271,Telfair,GA,12619,41801.0,3138,0.05547190744116016,15871,693.0,697.0,885.0,1115.0,1179.0
13273,Terrell,GA,9004,43507.0,2589,0.08762772101288316,8654,854.0,860.0,997.0,1328.0,1620.0
13275,Thomas,GA,45665,55958.0,8420,0.16237818898499945,44545,920.0,926.0,1068.0,1416.0,1473.0
13277,Tift,GA,41247,52561.0,8245,0.12226343734089752,40590,758.0,786.0,885.0,1104.0,1358.0
13279,Toombs,GA,26946,47310.0,5760,0.10506197580345877,26947,669.0,674.0,885.0,1236.0,1346.0
13281,Towns,GA,12546,55574.0,1786,0.2435836123067113,11815,758.0,788.0,885.0,1247.0,1502.0
13283,Treutlen,GA,6411,38641.0,1700,0.09265325222274216,6787,669.0,674.0,885.0,1108.0,1179.0
13285,Troup,GA,69527,53599.0,13008,0.13512736059372618,70095,787.0,792.0,1036.0,1330.0,1469.0
13287,Turner,GA,8894,39666.0,1928,0.0713964470429503,7920,693.0,697.0,885.0,1070.0,1179.0
13289,Twiggs,GA,7955,50446.0,1232,0.08070395977372721,8195,893.0,999.0,1146.0,1398.0,1526.0
13291,Union,GA,24880,59783.0,2845,0.20064308681672025,23999,693.0,697.0,885.0,1247.0,1502.0
13293,Upson,GA,27638,48740.0,6007,0.10597727766119111,26329,600.0,788.0,885.0,1174.0,1179.0
13295,Walker,GA,68065,52276.0,9114,0.13816205098068024,69398,1068.0,1085.0,1232.0,1569.0,1784.0
13297,Walton,GA,97752,79425.0,12597,0.16312709714379245,93284,1599.0,1643.0,1844.0,2230.0,2707.0
